Player,Pos,Age,Tm,G,3P%,2P%,eFG%,FT%,TRB,AST,STL,BLK,TOV,PS/G,Season
Derrick White\whitede01,PG,23,SAS,17,0.615,0.4,0.606,0.7,1.5,0.5,0.2,0.2,0.4,3.2,17~18
Russell Westbrook\westbru01,PG,29,OKC,80,0.298,0.485,0.477,0.737,10.1,10.3,1.8,0.3,4.8,25.4,17~18
Briante Weber\weberbr01,PG,25,TOT,18,0.364,0.469,0.488,0.8,1.9,1.2,1,0.3,0.8,2.8,17~18
Derrick Walton\waltode01,PG,22,MIA,16,0.412,0.125,0.46,1,1,1,0.4,0.2,0.1,1.8,17~18
Tyrone Wallace\wallaty01,PG,23,LAC,30,0.25,0.483,0.466,0.782,3.5,2.4,0.9,0.4,1.5,9.7,17~18
John Wall\walljo01,PG,27,WAS,41,0.371,0.436,0.466,0.726,3.7,9.6,1.4,1.1,3.9,19.4,17~18
Kemba Walker\walkeke02,PG,27,CHO,80,0.384,0.469,0.516,0.864,3.1,5.6,1.1,0.3,2.2,22.1,17~18
Fred VanVleet\vanvlfr01,PG,23,TOR,76,0.414,0.437,0.525,0.832,2.4,3.2,0.9,0.3,1,8.6,17~18
Tyler Ulis\ulisty01,PG,22,PHO,71,0.288,0.425,0.426,0.832,1.8,4.4,1,0.1,1.8,7.8,17~18
Isaiah Thomas\thomais02,PG,28,TOT,32,0.293,0.438,0.438,0.893,2.1,4.8,0.5,0.1,3,15.2,17~18
Milos Teodosic\teodomi01,PG,30,LAC,45,0.379,0.492,0.542,0.848,2.8,4.6,0.5,0.1,2.2,9.5,17~18
Marquis Teague\teaguma01,PG,24,MEM,3,0.25,0.25,0.281,0.4,2,4.3,1.3,0,1,3.7,17~18
Jeff Teague\teaguje01,PG,29,MIN,70,0.368,0.477,0.499,0.845,3,7,1.5,0.3,2.5,14.2,17~18
Isaiah Taylor\taylois01,PG,23,ATL,67,0.25,0.461,0.444,0.702,1.4,3.1,0.5,0.1,1.3,6.6,17~18
Edmond Sumner\sumneed01,PG,22,IND,1,,1,1,,1,0,0,0,0,2,17~18
David Stockton\stockda01,PG,26,UTA,3,0.667,,1,1,0,0,0,0,0.3,3.3,17~18
Ish Smith\smithis01,PG,29,DET,82,0.347,0.506,0.507,0.698,2.7,4.4,0.8,0.2,1.3,10.9,17~18
Dennis Smith\smithde03,PG,20,DAL,69,0.313,0.435,0.446,0.694,3.8,5.2,1,0.3,2.8,15.2,17~18
Kobi Simmons\simmoko01,PG,20,MEM,32,0.282,0.46,0.452,1,1.6,2.1,0.6,0.2,1.4,6.1,17~18
Ben Simmons\simmobe01,PG,21,PHI,81,0,0.551,0.545,0.56,8.1,8.2,1.7,0.9,3.4,15.8,17~18
Ramon Sessions\sessira01,PG,31,TOT,28,0.308,0.374,0.393,0.772,1.4,2.8,0.5,0.1,1.1,4.9,17~18
Dennis Schroder\schrode01,PG,24,ATL,67,0.29,0.48,0.469,0.849,3.1,6.2,1.1,0.1,2.7,19.4,17~18
D'Angelo Russell\russeda01,PG,21,BRK,48,0.324,0.477,0.481,0.74,3.9,5.2,0.8,0.4,3.1,15.5,17~18
Ricky Rubio\rubiori01,PG,27,UTA,77,0.352,0.451,0.476,0.866,4.6,5.3,1.6,0.1,2.7,13.1,17~18
Terry Rozier\roziete01,PG,23,BOS,80,0.381,0.41,0.491,0.772,4.7,2.9,1,0.2,1,11.3,17~18
Derrick Rose\rosede01,PG,29,TOT,25,0.233,0.474,0.454,0.87,1.4,1.5,0.3,0.2,1.4,8.4,17~18
Rajon Rondo\rondora01,PG,31,NOP,65,0.333,0.526,0.518,0.543,4,8.2,1.1,0.2,2.3,8.3,17~18
Jacob Pullen\pulleja01,PG,28,PHI,3,0,1,0.5,,0,0,0,0,0.3,0.7,17~18
London Perrantes\perralo01,PG,23,CLE,14,0,0.2,0.154,0.6,0.3,0.4,0.1,0.1,0.1,0.5,17~18
Gary Payton\paytoga02,PG,25,TOT,23,0.24,0.49,0.446,0.333,1.9,0.9,0.3,0.1,0.3,3,17~18
Elfrid Payton\paytoel01,PG,23,TOT,63,0.326,0.52,0.516,0.649,4.3,6.2,1.3,0.3,2.7,12.7,17~18
Cameron Payne\payneca01,PG,23,CHI,25,0.385,0.419,0.486,0.75,2.8,4.5,1,0.4,1.4,8.8,17~18
Chris Paul\paulch01,PG,32,HOU,58,0.38,0.532,0.55,0.919,5.4,7.9,1.7,0.2,2.2,18.6,17~18
Tony Parker\parketo01,PG,35,SAS,55,0.27,0.479,0.472,0.705,1.7,3.5,0.5,0,1.2,7.7,17~18
Marcus Paige\paigema01,PG,24,CHO,5,0.25,0.333,0.357,1,0.8,0.6,0,0,0,2.4,17~18
Frank Ntilikina\ntilila01,PG,19,NYK,78,0.318,0.385,0.414,0.721,2.3,3.2,0.8,0.2,1.7,5.9,17~18
Raul Neto\netora01,PG,25,UTA,41,0.404,0.481,0.52,0.743,1.2,1.8,0.3,0.1,0.9,4.5,17~18
Jameer Nelson\nelsoja01,PG,35,TOT,50,0.331,0.45,0.473,0.8,2.1,3.6,0.5,0.1,1.3,4.9,17~18
Shabazz Napier\napiesh01,PG,26,POR,74,0.376,0.45,0.497,0.841,2.3,2,1.1,0.2,1.2,8.7,17~18
Jamal Murray\murraja01,PG,20,DEN,81,0.378,0.502,0.529,0.905,3.7,3.4,1,0.3,2.1,16.7,17~18
Dejounte Murray\murrade01,PG,21,SAS,81,0.265,0.454,0.451,0.709,5.7,2.9,1.2,0.4,1.7,8.1,17~18
Emmanuel Mudiay\mudiaem01,PG,21,TOT,64,0.318,0.415,0.433,0.76,2.4,3.2,0.6,0.2,1.8,8.6,17~18
Monte Morris\morrimo01,PG,22,DEN,3,0,0.8,0.667,1,0.7,2.3,1,0,0.3,3.3,17~18
Patty Mills\millspa02,PG,29,SAS,82,0.372,0.47,0.523,0.89,1.9,2.8,0.7,0.1,1.3,10,17~18
T.J. McConnell\mccontj01,PG,25,PHI,76,0.435,0.51,0.531,0.795,3,4,1.2,0.2,1.5,6.3,17~18
Frank Mason\masonfr01,PG,23,SAC,52,0.36,0.384,0.42,0.817,2.5,2.8,0.7,0.2,1.3,7.9,17~18
Josh Magette\magetjo01,PG,28,ATL,18,0.364,0.292,0.413,1,1.1,3.2,0.4,0.1,0.5,2.6,17~18
Shelvin Mack\macksh01,PG,27,ORL,69,0.345,0.473,0.488,0.711,2.4,3.9,0.8,0.1,1.3,6.9,17~18
Kyle Lowry\lowryky01,PG,31,TOR,78,0.399,0.474,0.553,0.854,5.6,6.9,1.1,0.2,2.3,16.2,17~18
Shaun Livingston\livinsh01,PG,32,GSW,71,0,0.509,0.501,0.82,1.8,2,0.5,0.3,0.8,5.5,17~18
Jeremy Lin\linje01,PG,29,BRK,1,0.5,0.4,0.458,1,0,4,0,0,3,18,17~18
Damian Lillard\lillada01,PG,27,POR,73,0.361,0.501,0.519,0.916,4.5,6.6,1.1,0.4,2.8,26.9,17~18
Walt Lemon Jr.\lemonwa01,PG,25,NOP,5,1,0.4,0.469,0.667,0.4,1,0,0.2,0.8,3.4,17~18
Shane Larkin\larkish01,PG,25,BOS,54,0.36,0.398,0.454,0.865,1.7,1.8,0.5,0,0.6,4.3,17~18
Cory Joseph\josepco01,PG,26,IND,82,0.353,0.457,0.479,0.745,3.2,3.2,1,0.2,1.1,7.9,17~18
Tyus Jones\jonesty01,PG,21,MIN,82,0.349,0.528,0.526,0.877,1.6,2.8,1.2,0.1,0.7,5.1,17~18
Tyler Johnson\johnsty01,PG,25,MIA,72,0.367,0.491,0.518,0.822,3.4,2.3,0.8,0.5,1.1,11.7,17~18
Brandon Jennings\jennibr01,PG,28,MIL,14,0.273,0.462,0.438,1,2.2,3.1,0.4,0.3,1.3,5.2,17~18
Mike James\jamesmi02,PG,27,TOT,36,0.265,0.435,0.424,0.762,2.5,3.5,0.8,0.2,1.4,9.3,17~18
Reggie Jackson\jacksre01,PG,27,DET,45,0.308,0.475,0.471,0.836,2.8,5.3,0.6,0.1,2.2,14.6,17~18
Demetrius Jackson\jacksde01,PG,23,TOT,15,0.143,0.545,0.417,0.5,0.8,0.6,0.3,0.1,0.7,1.1,17~18
Aaron Jackson\jacksaa01,PG,31,HOU,1,0.25,0.4,0.389,0.5,3,1,0,0,1,8,17~18
Jarrett Jack\jackja01,PG,34,NYK,62,0.291,0.459,0.455,0.84,3.1,5.6,0.6,0.1,1.9,7.5,17~18
Kyrie Irving\irvinky01,PG,25,BOS,60,0.408,0.541,0.568,0.889,3.8,5.1,1.1,0.3,2.3,24.4,17~18
George Hill\hillge01,PG,31,TOT,67,0.415,0.49,0.543,0.786,2.7,2.8,0.9,0.4,1.3,10,17~18
Shaquille Harrison\harrish01,PG,24,PHO,23,0.231,0.541,0.5,0.737,2.7,2.4,1.1,0.3,1,6.6,17~18
Andrew Harrison\harrian01,PG,23,MEM,56,0.331,0.467,0.477,0.78,2.3,3.2,0.7,0.5,1.4,9.5,17~18
Devin Harris\harride01,PG,34,TOT,71,0.348,0.476,0.499,0.835,1.8,2.1,0.7,0.2,1.1,8.4,17~18
Josh Gray\grayjo01,PG,24,PHO,5,0.231,0.286,0.305,0.636,2,2.4,1.6,0.4,1.4,6.4,17~18
Jerian Grant\grantje02,PG,25,CHI,74,0.326,0.468,0.476,0.745,2.3,4.6,0.9,0.1,1.2,8.4,17~18
Jonathan Gibson\gibsojo01,PG,30,BOS,4,0.5,0.727,0.739,,0.8,1,0,0,0.8,8.5,17~18
Tim Frazier\fraziti01,PG,27,WAS,59,0.304,0.44,0.445,0.767,1.9,3.3,0.8,0.1,1,3,17~18
De'Aaron Fox\foxde01,PG,20,SAC,73,0.307,0.436,0.441,0.723,2.8,4.4,1,0.3,2.4,11.6,17~18
Raymond Felton\feltora01,PG,33,OKC,82,0.352,0.444,0.479,0.818,1.9,2.5,0.6,0.2,0.9,6.9,17~18
Kay Felder\feldeka01,PG,22,TOT,16,0.211,0.333,0.329,0.917,1.1,1.3,0.2,0.1,1,3.6,17~18
Dante Exum\exumda01,PG,22,UTA,14,0.278,0.536,0.511,0.806,1.9,3.1,0.6,0.2,1.4,8.1,17~18
Tyreke Evans\evansty01,PG,28,MEM,52,0.399,0.482,0.523,0.785,5.1,5.2,1.1,0.3,2.3,19.4,17~18
Jawun Evans\evansja01,PG,21,LAC,48,0.278,0.372,0.381,0.776,1.8,2.1,0.8,0.1,0.9,4.8,17~18
Tyler Ennis\ennisty01,PG,23,LAL,54,0.25,0.476,0.451,0.759,1.8,1.9,0.6,0.2,0.7,4.1,17~18
Kris Dunn\dunnkr01,PG,23,CHI,52,0.321,0.457,0.462,0.737,4.3,6,2,0.5,2.9,13.4,17~18
Larry Drew\drewla02,PG,27,TOT,10,0.333,0.267,0.354,,0.3,1,0,0,0.3,1.7,17~18
Goran Dragic\dragigo01,PG,31,MIA,75,0.37,0.481,0.502,0.801,4.1,4.8,0.8,0.2,2.2,17.3,17~18
PJ Dozier\doziepj01,PG,21,OKC,2,,0.5,0.5,,0.5,0,0,0,0.5,1,17~18
Spencer Dinwiddie\dinwisp01,PG,24,BRK,80,0.326,0.452,0.471,0.813,3.2,6.6,0.9,0.3,1.6,12.6,17~18
Matthew Dellavedova\dellama01,PG,27,MIL,38,0.372,0.351,0.457,0.926,1.7,3.8,0.4,0,1.3,4.3,17~18
Malcolm Delaney\delanma01,PG,28,ATL,54,0.371,0.391,0.463,0.804,1.9,3,0.6,0.1,1.2,6.3,17~18
Stephen Curry\curryst01,PG,29,GSW,51,0.423,0.595,0.618,0.921,5.1,6.1,1.6,0.2,3,26.4,17~18
Quinn Cook\cookqu01,PG,24,GSW,33,0.442,0.514,0.575,0.88,2.5,2.7,0.4,0,1,9.5,17~18
Mike Conley\conlemi01,PG,30,MEM,12,0.312,0.44,0.452,0.803,2.3,4.1,1,0.3,1.5,17.1,17~18
Darren Collison\collida01,PG,30,IND,69,0.468,0.508,0.571,0.882,2.6,5.3,1.3,0.2,1.2,12.4,17~18
Mario Chalmers\chalmma01,PG,31,MEM,66,0.277,0.456,0.439,0.855,2.4,3,1.2,0.2,1.8,7.7,17~18
Alex Caruso\carusal01,PG,23,LAL,37,0.302,0.507,0.487,0.7,1.8,2,0.6,0.3,1.1,3.6,17~18
Michael Carter~Williams\cartemi01,PG,26,CHO,52,0.237,0.365,0.362,0.82,2.7,2.2,0.8,0.4,1,4.6,17~18
Jose Calderon\caldejo01,PG,36,CLE,57,0.464,0.545,0.624,0.8,1.5,2.1,0.5,0,0.7,4.5,17~18
Dwight Buycks\buyckdw01,PG,28,DET,29,0.333,0.438,0.452,0.878,1.4,2,0.7,0.1,1.3,7.4,17~18
Trey Burke\burketr01,PG,25,NYK,36,0.362,0.556,0.552,0.649,2,4.7,0.7,0.1,1.2,12.8,17~18
Lorenzo Brown\brownlo01,PG,27,TOR,14,0.167,0.545,0.441,1,1.1,0.9,0.4,0,0.2,2.3,17~18
Bobby Brown\brownbo02,PG,33,HOU,20,0.275,0.444,0.422,0.5,0.4,0.6,0.2,0,0.5,2.5,17~18
Aaron Brooks\brookaa01,PG,33,MIN,32,0.355,0.447,0.486,0.727,0.5,0.6,0.2,0,0.3,2.3,17~18
Malcolm Brogdon\brogdma01,PG,25,MIL,48,0.385,0.532,0.547,0.882,3.3,3.2,0.9,0.3,1.4,13,17~18
Eric Bledsoe\bledser01,PG,28,TOT,74,0.347,0.545,0.536,0.795,3.8,5,2,0.6,2.9,17.7,17~18
J.J. Barea\bareajo01,PG,33,DAL,69,0.367,0.499,0.522,0.784,2.9,6.3,0.5,0,2.1,11.6,17~18
Lonzo Ball\balllo01,PG,20,LAL,52,0.305,0.42,0.44,0.451,6.9,7.2,1.7,0.8,2.6,10.2,17~18
Wade Baldwin\baldwwa01,PG,21,POR,7,0.8,0.625,0.762,0.6,1.1,0.7,0.3,0.1,0.6,5.4,17~18
D.J. Augustin\augusdj01,PG,30,ORL,75,0.419,0.485,0.557,0.868,2.1,3.8,0.7,0,1.6,10.2,17~18
Ryan Arcidiacono\arcidry01,PG,23,CHI,24,0.29,0.8,0.524,0.833,1,1.5,0.5,0,0.5,2,17~18
Kadeem Allen\allenka01,PG,25,BOS,18,0,0.545,0.273,0.778,0.6,0.7,0.2,0.1,0.5,1.1,17~18
Thabo Sefolosha\sefolth01,SF,24,TOT,66,0.276,0.474,0.459,0.836,3.7,1.7,1.1,0.7,1,5.9,08~09
Larry Hughes\hughela01,SF,30,TOT,55,0.389,0.409,0.469,0.807,2.9,2.2,1.3,0.3,1.3,11.6,08~09
Quinton Ross\rossqu01,SF,28,TOT,52,0.19,0.4,0.378,0.571,0.9,0.2,0.3,0.1,0.2,1.8,09~10
Coby Karl\karlco01,SF,26,TOT,7,0.182,0.429,0.375,0.667,2.6,2.1,0.4,0.1,1.4,4,09~10
Caron Butler\butleca01,SF,29,TOT,74,0.29,0.45,0.448,0.838,6.2,2.1,1.6,0.3,2.2,16.3,09~10
Corey Brewer\breweco01,SF,24,TOT,69,0.268,0.434,0.426,0.708,2.5,1.3,1.4,0.2,1.3,8,10~11
Quincy Pondexter\pondequ01,SF,26,TOT,75,0.373,0.478,0.522,0.74,2.6,1.3,0.3,0.3,0.7,7.2,14~15
Shabazz Muhammad\muhamsh01,SF,25,TOT,43,0.259,0.478,0.465,0.78,1.8,0.3,0.2,0.1,0.1,5,17~18
Corey Brewer\breweco01,SF,31,TOT,72,0.282,0.539,0.498,0.722,2.1,0.9,1.1,0.2,0.7,5.3,17~18
Malik Rose\rosema01,SF,34,TOT,38,0,0.363,0.344,0.784,2.5,0.9,0.3,0.1,0.9,3.4,08~09
Juwan Howard\howarju01,SF,35,TOT,42,,0.51,0.51,0.676,1.8,0.6,0.2,0.1,0.6,4.1,08~09
Gerald Wallace\wallage01,SF,28,TOT,71,0.333,0.487,0.49,0.746,8,2.4,1.5,0.9,2.1,15.7,10~11
Hedo Turkoglu\turkohe01,SF,31,TOT,81,0.41,0.473,0.534,0.679,4.4,4.2,0.9,0.4,1.6,10.8,10~11
Al Thornton\thornal01,SF,27,TOT,71,0.154,0.496,0.48,0.775,3,0.9,0.5,0.2,0.9,7.4,10~11
Rashard Lewis\lewisra02,SF,31,TOT,57,0.357,0.488,0.508,0.802,5.1,1.6,0.9,0.5,1.5,11.7,10~11
DeMarre Carroll\carrode01,SF,25,TOT,24,0.368,0.419,0.443,0.875,2.2,0.8,0.5,0,0.5,4.5,11~12
Tobias Harris\harrito02,SF,20,TOT,55,0.315,0.493,0.488,0.752,5.2,1.3,0.6,0.8,1.2,11,12~13
Derrick Williams\willide02,SF,22,TOT,78,0.263,0.47,0.454,0.718,4.1,0.7,0.6,0.3,1,8,13~14
Steve Novak\novakst01,SF,31,TOT,35,0.396,0.375,0.563,0,0.6,0.3,0,0.1,0.1,1.8,14~15
Julian Wright\wrighju01,SF,21,NOH,54,0.095,0.502,0.47,0.567,2.8,0.8,0.6,0.4,0.8,4.4,08~09
Dorell Wright\wrighdo01,SF,23,MIA,6,,0.4,0.4,0.333,3.3,0.3,0.3,0,1,3,08~09
Antoine Wright\wrighan01,SF,24,DAL,65,0.302,0.475,0.468,0.747,2.1,1.2,0.7,0.4,0.8,7.3,08~09
Metta World Peace\artesro01,SF,29,HOU,69,0.399,0.402,0.475,0.748,5.2,3.3,1.5,0.3,2,17.1,08~09
Shawne Williams\willish03,SF,22,DAL,15,0.059,0.385,0.295,0.818,3.1,0.1,0.1,0.6,0.3,2.8,08~09
Marvin Williams\willima02,SF,22,ATL,61,0.355,0.493,0.502,0.806,6.3,1.3,0.9,0.6,1.1,13.9,08~09
Jawad Williams\willija04,SF,25,CLE,10,0.333,0.5,0.5,,0.2,0,0.1,0,0.1,1.2,08~09
James White\whiteja02,SF,26,HOU,4,0.5,0.667,0.7,,0,0.3,0.3,0.3,0.8,1.8,08~09
Martell Webster\webstma02,SF,22,POR,1,0,,0,,0,0,0,0,0,0,08~09
Luke Walton\waltolu01,SF,28,LAL,65,0.298,0.468,0.464,0.719,2.8,2.7,0.5,0.2,1.1,5,08~09
Gerald Wallace\wallage01,SF,26,CHA,71,0.298,0.515,0.504,0.804,7.8,2.7,1.7,0.9,2.1,16.6,08~09
Henry Walker\walkebi01,SF,21,BOS,29,0,0.632,0.621,0.696,1,0.4,0.2,0.1,0.6,3,08~09
Ime Udoka\udokaim01,SF,31,SAS,67,0.328,0.426,0.455,0.609,2.8,0.8,0.5,0.2,0.6,4.3,08~09
Hedo Turkoglu\turkohe01,SF,29,ORL,77,0.356,0.445,0.478,0.807,5.3,4.9,0.8,0.2,2.6,16.8,08~09
Al Thornton\thornal01,SF,25,LAC,71,0.253,0.462,0.456,0.754,5.2,1.5,0.8,0.9,1.8,16.8,08~09
Wally Szczerbiak\szczewa02,SF,31,CLE,74,0.411,0.478,0.536,0.849,3.1,1.1,0.4,0.1,0.7,7,08~09
Peja Stojakovic\stojape01,SF,31,NOH,61,0.378,0.424,0.5,0.894,4.3,1.2,0.9,0,0.8,13.3,08~09
Bobby Simmons\simmobo01,SF,28,NJN,71,0.447,0.453,0.582,0.741,3.9,1.3,0.7,0.1,0.9,7.8,08~09
John Salmons\salmojo01,SF,29,TOT,79,0.417,0.493,0.53,0.83,4.2,3.2,1.1,0.3,2.1,18.3,08~09
Quinton Ross\rossqu01,SF,27,MEM,68,0.375,0.386,0.446,0.81,1.9,0.7,0.5,0.2,0.5,3.9,08~09
Jeremy Richardson\richaje01,SF,24,ORL,12,0.353,0.25,0.347,0.5,1.2,0.3,0,0,0.3,3.1,08~09
Vladimir Radmanovic\radmavl01,SF,28,TOT,78,0.401,0.446,0.533,0.741,2.8,1,0.6,0.2,1.3,6.9,08~09
Tayshaun Prince\princta01,SF,28,DET,82,0.397,0.458,0.477,0.778,5.8,3.1,0.5,0.6,1.2,14.2,08~09
Paul Pierce\piercpa01,SF,31,BOS,81,0.391,0.48,0.508,0.83,5.6,3.6,1,0.3,2.8,20.5,08~09
Sasha Pavlovic\pavloal01,SF,25,CLE,66,0.41,0.43,0.509,0.463,1.9,1.1,0.3,0.2,0.7,4.6,08~09
Travis Outlaw\outlatr01,SF,24,POR,81,0.377,0.482,0.505,0.723,4.1,1,0.6,0.7,1.2,12.8,08~09
Demetris Nichols\nichode01,SF,24,TOT,4,0,0.429,0.333,0.5,0.5,0.3,0,0.3,0,1.8,08~09
Adam Morrison\morriad01,SF,24,TOT,52,0.333,0.378,0.43,0.739,1.5,0.8,0.2,0.1,0.6,4,08~09
Jamario Moon\moonja01,SF,28,TOT,80,0.355,0.54,0.537,0.85,4.6,1.2,1.1,0.8,0.5,7.2,08~09
Mike Miller\millemi01,SF,28,MIN,73,0.378,0.554,0.559,0.732,6.6,4.5,0.4,0.4,2,9.9,08~09
Darius Miles\milesda01,SF,27,MEM,34,0.167,0.505,0.49,0.742,1.7,0.5,0.3,0.6,0.6,3.5,08~09
Dominic McGuire\mcguido01,SF,23,WAS,79,0.5,0.431,0.435,0.725,5.4,2.5,0.8,0.9,1.2,4.5,08~09
Cartier Martin\martica01,SF,24,CHA,33,0.303,0.409,0.429,0.8,1,0.4,0.2,0.1,0.3,2.6,08~09
Shawn Marion\mariosh01,SF,30,TOT,69,0.189,0.506,0.491,0.796,8.5,2,1.3,1,1.5,12.9,08~09
Rob Kurz\kurzro01,SF,23,GSW,40,0.395,0.387,0.447,0.8,2,0.5,0.4,0.5,0.4,3.9,08~09
Kyle Korver\korveky01,SF,27,UTA,78,0.386,0.485,0.529,0.882,3.3,1.8,0.6,0.4,1.2,9,08~09
Linas Kleiza\kleizli01,SF,24,DEN,82,0.326,0.533,0.515,0.725,4,0.8,0.4,0.2,1,9.9,08~09
James Jones\jonesja02,SF,28,MIA,40,0.344,0.415,0.48,0.839,1.6,0.5,0.3,0.4,0.3,4.2,08~09
Fred Jones\jonesfr01,SF,29,LAC,52,0.367,0.441,0.492,0.815,2.4,3.6,1,0.2,1.3,7.3,08~09
Jared Jeffries\jeffrja01,SF,27,NYK,56,0.083,0.456,0.441,0.611,4.1,1.4,0.8,0.6,1.2,5.3,08~09
Richard Jefferson\jefferi01,SF,28,MIL,82,0.397,0.453,0.487,0.805,4.6,2.4,0.8,0.2,2,19.6,08~09
LeBron James\jamesle01,SF,24,CLE,81,0.344,0.535,0.53,0.78,7.6,7.2,1.7,1.1,3,28.4,08~09
Stephen Jackson\jacksst02,SF,30,GSW,59,0.338,0.448,0.466,0.826,5.1,6.5,1.5,0.5,3.9,20.7,08~09
Andre Iguodala\iguodan01,SF,25,PHI,82,0.307,0.521,0.507,0.724,5.7,5.3,1.6,0.4,2.7,18.8,08~09
Kris Humphries\humphkr01,SF,23,TOR,29,,0.422,0.422,0.792,2.4,0.3,0.3,0.2,0.3,3.9,08~09
Josh Howard\howarjo01,SF,28,DAL,52,0.345,0.48,0.488,0.782,5.1,1.6,1.1,0.6,1.7,18,08~09
Grant Hill*\hillgr01,SF,36,PHO,82,0.316,0.547,0.54,0.808,4.9,2.3,1.1,0.7,1.5,12,08~09
Walter Herrmann\herrmwa01,SF,29,DET,59,0.342,0.471,0.495,0.76,1.8,0.4,0.1,0.1,0.3,3.8,08~09
Jarvis Hayes\hayesja01,SF,27,NJN,74,0.385,0.489,0.527,0.692,3.6,0.7,0.7,0.1,0.7,8.7,08~09
Trenton Hassell\hassetr01,SF,29,NJN,53,0.25,0.459,0.455,0.8,2.8,1,0.4,0.3,0.6,3.7,08~09
Donte Greene\greendo01,SF,20,SAC,55,0.26,0.375,0.381,0.853,1.6,0.5,0.3,0.3,0.7,3.8,08~09
Danny Granger\grangda01,SF,25,IND,67,0.404,0.47,0.518,0.878,5.1,2.7,1,1.4,2.5,25.8,08~09
Joey Graham\grahajo01,SF,26,TOR,78,0.188,0.491,0.484,0.825,3.7,0.6,0.4,0.2,0.9,7.7,08~09
Ryan Gomes\gomesry01,SF,26,MIN,82,0.372,0.456,0.486,0.807,4.8,1.6,0.8,0.3,1.6,13.3,08~09
J.R. Giddens\giddejr01,SF,23,BOS,6,,0.667,0.667,,0.5,0,0.2,0,0.2,0.7,08~09
Devean George\georgde01,SF,31,DAL,43,0.289,0.485,0.458,0.773,1.8,0.3,0.5,0.3,0.4,3.4,08~09
Rudy Gay\gayru01,SF,22,MEM,79,0.351,0.477,0.487,0.767,5.5,1.7,1.2,0.7,2.6,18.9,08~09
Francisco Garcia\garcifr01,SF,27,SAC,65,0.398,0.466,0.51,0.82,3.4,2.3,1.2,1,1.7,12.7,08~09
Michael Finley\finlemi01,SF,35,SAS,81,0.411,0.459,0.532,0.823,3.3,1.4,0.5,0.2,0.8,9.7,08~09
Maurice Evans\evansma01,SF,30,ATL,80,0.395,0.47,0.533,0.822,3,0.7,0.6,0.1,0.5,7.2,08~09
Kevin Durant\duranke01,SF,20,OKC,74,0.422,0.486,0.51,0.863,6.5,2.8,1.3,0.7,3,25.3,08~09
Jared Dudley\dudleja01,SF,23,TOT,68,0.392,0.507,0.528,0.676,3,0.8,0.8,0.1,0.6,5.5,08~09
Yakhouba Diawara\diawaya01,SF,26,MIA,63,0.313,0.463,0.468,0.526,1.3,0.4,0.2,0.1,0.3,3.4,08~09
Luol Deng\denglu01,SF,23,CHI,49,0.4,0.45,0.455,0.796,6,1.9,1.2,0.5,1.5,14.1,08~09
Jermareo Davidson\davidje01,SF,24,GSW,14,,0.486,0.486,0.471,2.4,0.1,0.1,0.2,0.4,3,08~09
Marquis Daniels\daniema01,SF,28,IND,54,0.2,0.489,0.464,0.721,4.6,2.1,1.1,0.5,1.7,13.6,08~09
Joe Crawford\crawfjo01,SF,22,NYK,2,0.25,0.333,0.35,1,2,0.5,0.5,0,0,4.5,08~09
Daequan Cook\cookda02,SF,21,MIA,75,0.387,0.356,0.494,0.875,2.5,0.9,0.5,0.1,0.6,9.1,08~09
Wilson Chandler\chandwi01,SF,21,NYK,82,0.328,0.476,0.481,0.795,5.4,2.1,0.9,0.9,1.7,14.4,08~09
Rasual Butler\butlera01,SF,29,NOH,82,0.39,0.468,0.521,0.782,3.3,0.9,0.6,0.7,0.7,11.2,08~09
Greg Buckner\buckngr01,SF,32,MEM,63,0.255,0.444,0.425,0.8,2.1,0.9,0.5,0.1,0.6,2.5,08~09
Ronnie Brewer\brewero02,SF,23,UTA,81,0.259,0.537,0.522,0.702,3.7,2.2,1.7,0.4,1.4,13.7,08~09
Corey Brewer\breweco01,SF,22,MIN,15,0.417,0.41,0.439,0.737,3.3,1.7,1,0.2,0.9,6.2,08~09
Ryan Bowen\bowenry01,SF,33,NOH,21,,0.579,0.579,0.6,1.1,0.4,0.7,0.2,0.2,2.2,08~09
Bruce Bowen\bowenbr01,SF,37,SAS,80,0.429,0.416,0.535,0.538,1.8,0.5,0.5,0.2,0.3,2.7,08~09
Nicolas Batum\batumni01,SF,20,POR,79,0.369,0.513,0.532,0.808,2.8,0.9,0.6,0.5,0.6,5.4,08~09
Kelenna Azubuike\azubuke01,SF,25,GSW,74,0.448,0.469,0.52,0.808,5,1.6,0.8,0.7,1.3,14.4,08~09
Trevor Ariza\arizatr01,SF,23,LAL,82,0.319,0.526,0.511,0.71,4.3,1.8,1.7,0.3,1.1,8.9,08~09
Carmelo Anthony\anthoca01,SF,24,DEN,66,0.371,0.455,0.469,0.793,6.8,3.4,1.1,0.4,3,22.8,08~09
Joe Alexander\alexajo01,SF,22,MIL,59,0.348,0.432,0.449,0.699,1.9,0.7,0.3,0.5,0.9,4.7,08~09
Sam Young\youngsa01,SF,24,MEM,80,0.196,0.483,0.462,0.777,2.5,0.7,0.4,0.3,1.2,7.4,09~10
Julian Wright\wrighju01,SF,22,NOH,68,0.333,0.504,0.504,0.61,2.1,0.6,0.4,0.3,0.6,3.8,09~10
